requirement_id,chapter,keyword_profile,text
CDS1500-R010,CDS-1500,MUST NOT,A value of unknown or not-supplied MUST NOT be fabricated to satisfy requiredness (quarantine per CDS-400 §17; abstention per CDS-700).
CDS1500-R011,CDS-1500,MAY,"Where a requirement level applies to a dictionary-bound field, the requirement binds to **a governed dictionary conforming to CDS-400** (stable value_ids, lifecycle, provenance). The seed baselines in Appendices C–D and the companion CSV package are **informative starter data**: an organisation MAY adopt them verbatim as the initial content of its governed dictionaries, at which point they become "
CDS1500-R012,CDS-1500,SHOULD,Size and sellable colour SHOULD be variant attributes when they identify distinct sellable units.
CDS1500-R013,CDS-1500,MUST,"Where colour is variant-defining, the variant field MUST store the canonical value_id (e.g. `VAR_colour = colour_french_navy`); the product-scope display label and facet value are projections derived from the variants' canonical values, never independently authored parallel facts. *(Per ADR-D4; resolves CDS-1500-6.)*"
CDS1500-R014,CDS-1500,MUST,"Display colour, canonical colour and facet colour MUST remain related but distinct values where the richer display name differs from the broad customer filter (layer model: CDS-400; retained from v0.1)."
CDS1500-R015,CDS-1500,SHOULD NOT+MUST+MAY,"A product SHOULD NOT be split into separate products solely to obtain separate product pages. An organisational profile MAY declare a variants-as-products merchandising model, in which case it MUST preserve family relationships between the split products. *(Informative note: variants-as-products was deliberate legacy production architecture — a supported declared pattern, not an anti-pattern; see "
CDS1500-R016,CDS-1500,MUST+MAY,"Profile attributes MAY be inherited from a parent family, but category-specific requirements MUST remain explicit in the category profile."
CDS1500-R017,CDS-1500,MUST,"The customer colour facet MUST use a deliberately limited colour-family dictionary governed under CDS-400, not the full set of source or display values. (Seed baseline: Appendix C.)"
CDS1500-R018,CDS-1500,SHOULD,"The canonical shade SHOULD remain more specific than the facet, because content, search, swatches and channel mappings need the specificity the facet deliberately discards."
CDS1500-R019,CDS-1500,MAY,"A canonical shade MAY belong to more than one colour facet only where its governed dictionary entry declares an **ordered facet list, primary first** (e.g. teal → `green|blue`), per the facet-order rule as resolved in CDS-400 (D28). Facet membership is declared in the dictionary, never decided per product."
CDS1500-R020,CDS-1500,MUST+MAY,"Facet membership MUST be deterministic at dictionary level. Shade names whose real-world appearance spans facet families MUST be split into distinct canonical shades, one per facet, with intake resolved through alias mappings (which MAY be supplier- or locale-scoped per ADR-D4). The seed baseline applies this split: **charcoal_grey** (facet grey) vs **charcoal_black** (facet black); **rust_orange*"
CDS1500-R021,CDS-1500,MAY,"A product-level facet override (assigning a product a facet other than its canonical shade's dictionary mapping) MAY exist only as a governed override record with provenance, owner and reason, per the override model of CDS-500 §21. It never silently edits the dictionary mapping."
CDS1500-R022,CDS-1500,MUST NOT+MAY,"A multi-colour product MUST NOT be assigned to every colour present in a complex print. The canonical layer records the dominant and/or component shades; **multicolour is a facet/status value only, never a canonical shade** (ADR-D4; resolves CDS-1500-4). An organisational profile MAY define a dominant-colour extraction rule for prints."
CDS1500-R023,CDS-1500,MUST+SHOULD,Composition percentages MUST be numeric values associated with canonical material identifiers and SHOULD total 100 percent per component.
CDS1500-R024,CDS-1500,MUST NOT,Fabric type MUST NOT replace fibre composition.
CDS1500-R025,CDS-1500,MUST,"Marketing claims such as organic, recycled or certified MUST be stored separately from the underlying material identity (fields: §11) and MUST require supporting evidence. Consequences for facets *(resolves CDS-1500-2)*: - A **""Recycled"" customer facet is claim-driven**: it derives from `MF_recycled_content_percent` (and its evidence), never from a material family. `recycled_polyester` remains a c"
CDS1500-R026,CDS-1500,MUST NOT,A size conversion MUST NOT be presented as exact unless a brand- or product-specific size chart supports it. *(Preserved — ADR-1500-007: no universal exact size conversion.)*
CDS1500-R027,CDS-1500,MUST,Size labels MUST be sortable independently of alphabetical order (sort keys or an equivalent declared mechanism).
CDS1500-R028,CDS-1500,MUST NOT,Fit describes intended silhouette relative to the size specification; it MUST NOT be used as a substitute for size.
CDS1500-R029,CDS-1500,SHOULD+MAY,Style and occasion MAY be multi-value attributes but SHOULD enforce a declared maximum value count per product to prevent indiscriminate tagging.
CDS1500-R030,CDS-1500,MUST NOT,Season relevance MUST NOT be conflated with a collection campaign or product lifecycle status.
CDS1500-R031,CDS-1500,MUST NOT+MUST,Claims MUST remain distinct from descriptive attributes and MUST NOT be inferred from supplier marketing language without evidence (evidence classes: CDS-700 §7).
CDS1500-R032,CDS-1500,MUST,The profile MUST support withdrawal or expiry of a claim without changing the canonical material identity.
CDS1500-R033,CDS-1500,MUST NOT+MUST,Footwear size systems MUST be identified explicitly and MUST NOT be merged into a single unqualified number.
CDS1500-R034,CDS-1500,MUST,"Dimensions, weight, capacity, power and other measures MUST be typed values with declared units."
CDS1500-R035,CDS-1500,MUST,Material and finish MUST be separate attributes wherever the same material may appear in multiple finishes.
CDS1500-R036,CDS-1500,MUST NOT,Room and style are merchandising attributes and MUST NOT replace functional product classification (CDS-200 §6).
CDS1500-R037,CDS-1500,MUST NOT,A material-family facet MUST NOT erase the specific canonical material used for product display and channel mapping.
CDS1500-R038,CDS-1500,SHOULD,"Component materials SHOULD identify the component wherever customer understanding, care, compliance or value depends on it."
CDS1500-R039,CDS-1500,MUST,Canonical unit storage MUST be deterministic and conversion-safe.
CDS1500-R040,CDS-1500,MUST NOT,Display conversions MUST NOT overwrite canonical values.
CDS1500-R041,CDS-1500,MUST,A range used in filtering or comparison MUST store lower and upper bounds rather than a single text string.
CDS1500-R042,CDS-1500,SHOULD+MAY,"Room MAY be multi-value, but every-room assignment SHOULD be prevented by a declared maximum room count per product."
CDS1500-R043,CDS-1500,MUST NOT+SHOULD,Style SHOULD be curated from a limited organisational vocabulary and MUST NOT be inferred solely from colour.
CDS1500-R044,CDS-1500,SHOULD,A store SHOULD expose one consistent colour-family filter vocabulary across apparel and homewares unless a documented usability finding supports divergence.
CDS1500-R045,CDS-1500,MUST,"Transparent, metallic, natural and multi-colour appearances MUST be handled explicitly (as facet values or declared extensions, Appendix C) rather than forced into arbitrary hue families."
CDS1500-R046,CDS-1500,MUST+MAY,"Wood species, stone type and metal finish MUST remain material or finish values; a canonical material MAY additionally map to a visual colour family where the product appearance warrants it (declared in the dictionary, per-product only via the R021 override)."
CDS1500-R047,CDS-1500,MUST+MAY,"An organisation MAY add categories, attributes, values and aliases but MUST assign stable identifiers and owners (CDS-800)."
CDS1500-R048,CDS-1500,SHOULD,A new colour shade SHOULD map to an existing colour facet; a new top-level family requires the evidence in R049.
CDS1500-R049,CDS-1500,MUST,"A proposed new facet value MUST include evidence that it is distinct, understandable and sufficiently populated against declared thresholds in the organisation's facet governance record."
